Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2020,AL,Alabama,Pickens,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.7,,,69.3,76.0,18801,01107,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-88.0968644 33.2968003),1632
2021,AL,Alabama,Etowah,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.6,,,3.3,4.0,103162,01055,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-86.0342629 34.0476407),98
2021,AL,Alabama,Autauga,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.8,,,13.5,20.9,59095,01001,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-86.6464395 32.5322367),90
2021,AL,Alabama,Washington,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,11.7,17.7,15147,01129,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-88.2124041 31.4085035),1641
2021,AL,Alabama,Barbour,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,9.3,,,8.2,10.5,24964,01005,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-85.4051035 31.8702531),1488
2021,AL,Alabama,Tuscaloosa,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.9,,,10.3,13.7,227007,01125,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-87.5227834 33.2902197),1639
2021,AL,Alabama,Dallas,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,39.7,,,33.8,46.2,37619,01047,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-87.11436 32.3335263),1542
2021,AL,Alabama,Marshall,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.7,3.6,98228,01095,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.3216681 34.3095637),1590
2021,AL,Alabama,Lauderdale,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.8,,,9.2,12.7,94043,01077,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-87.6509966 34.9041221),1584
2021,AL,Alabama,Perry,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,4.2,,,3.8,4.6,8355,01105,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-87.2938269 32.6390053),1631
2020,AL,Alabama,Elmore,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.2,,,71.3,79.0,89304,01051,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-86.1427347 32.597229),1544
2021,AL,Alabama,Autauga,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.1,,,27.5,36.9,59095,01001,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.6464395 32.5322367),90
2020,AL,Alabama,Bullock,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,22.6,,,17.6,27.8,10320,01011,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-85.7172613 32.1017589),93
2021,AL,Alabama,Cleburne,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,34.5,,,29.4,39.8,15103,01029,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-85.5161261 33.6719637),1497
2021,AL,Alabama,Choctaw,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,11.6,,,9.9,13.3,12533,01023,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-88.2488894 31.9909539),1494
2020,AL,Alabama,Franklin,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,17.6,,,12.1,24.2,32013,01059,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-87.8428144 34.4419892),99
2021,AL,Alabama,Conecuh,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.1,3.8,11328,01035,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-86.9887221 31.4309257),1499
2021,AL,Alabama,Pike,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.7,,,4.1,5.4,32991,01109,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-85.9416076 31.7986533),1633
2021,AL,Alabama,Clarke,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,23.4,,,20.1,26.6,22760,01025,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-87.8186244 31.6855211),1495
2021,AL,Alabama,Bibb,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,37,,,31.3,43.0,22477,01007,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-87.1271475 33.0158929),92
2021,AL,Alabama,Madison,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.6,6.8,395211,01089,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.5510802 34.7642377),1588
2021,AL,Alabama,Butler,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.2,,,15.9,20.8,18884,01013,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-86.6819689 31.751667),1490
2020,AL,Alabama,Franklin,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,52.2,,,48.6,56.0,32013,01059,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-87.8428144 34.4419892),99
2021,AL,Alabama,Marshall,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.5,7.3,98228,01095,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-86.3216681 34.3095637),1590
2021,AL,Alabama,Cullman,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,8.7,,,7.3,10.2,89496,01043,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-86.8692666 34.1319229),1541
2020,AL,Alabama,Henry,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,74.2,,,71.5,76.7,17459,01067,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-85.2399712 31.5169779),1550
2021,AL,Alabama,Escambia,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.6,,,18.7,26.8,36699,01053,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-87.1684097 31.1222867),1545
2021,AL,Alabama,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,,,34.0,50.0,15147,01129,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-88.2124041 31.4085035),1641
2021,AL,Alabama,Perry,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,17.3,,,13.2,21.5,8355,01105,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-87.2938269 32.6390053),1631
2021,AL,Alabama,Elmore,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.6,,,18.7,26.7,89304,01051,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-86.1427347 32.597229),1544
2021,AL,Alabama,Henry,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.8,,,10.1,13.8,17459,01067,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-85.2399712 31.5169779),1550
2020,AL,Alabama,Macon,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,53.1,,,48.4,57.4,18895,01087,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-85.692887 32.3870267),101
2020,AL,Alabama,Cherokee,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.7,,,35.0,38.2,24996,01019,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-85.6542417 34.0695153),1493
2021,AL,Alabama,Autauga,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,,,6.5,8.0,59095,01001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-86.6464395 32.5322367),90
2021,AL,Alabama,Walker,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.2,,,13.0,17.7,64818,01127,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-87.3010936 33.7915581),1640
2021,AL,Alabama,Macon,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.3,,,5.5,7.2,18895,01087,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-85.692887 32.3870267),101
2021,AL,Alabama,Lee,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,15,,,13.0,17.2,177218,01081,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-85.3530477 32.6040644),1586
2021,AL,Alabama,Pike,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.5,7.2,32991,01109,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-85.9416076 31.7986533),1633
2021,AL,Alabama,Crenshaw,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.3,,,7.0,9.7,13083,01041,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.3200384 31.7303106),1540
2021,AL,Alabama,Bibb,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.4,,,16.9,22.2,22477,01007,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.1271475 33.0158929),92
2020,AL,Alabama,Tuscaloosa,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.8,,,71.5,76.0,227007,01125,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-87.5227834 33.2902197),1639
2021,AL,Alabama,Geneva,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,36.4,,,31.2,41.4,26701,01061,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-85.8210224 31.0923822),1547
2021,AL,Alabama,Clarke,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,11.5,,,9.2,14.0,22760,01025,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-87.8186244 31.6855211),1495
2021,AL,Alabama,Jefferson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12.6,,,11.0,14.3,667820,01073,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-86.8965359 33.5534439),1583
2021,AL,Alabama,Walker,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.8,,,28.3,37.4,64818,01127,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-87.3010936 33.7915581),1640
2021,AL,Alabama,Limestone,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.6,,,5.7,7.5,107517,01083,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-86.9813995 34.8102387),3134
2021,AL,Alabama,Talladega,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.3,,,21.0,27.7,81524,01121,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-86.1759302 33.3693135),1637
2021,AL,Alabama,Cleburne,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.3,,,4.5,6.2,15103,01029,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-85.5161261 33.6719637),1497
2020,AL,Alabama,Colbert,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,71.3,,,68.0,74.2,57474,01033,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-87.8014569 34.703112),1498
2021,AL,Alabama,Etowah,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.3,,,9.7,15.5,103162,01055,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-86.0342629 34.0476407),98
2020,AL,Alabama,Clay,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.4,,,80.0,84.7,14190,01027,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-85.8635254 33.2703999),1496
2020,AL,Alabama,Monroe,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,18.9,,,14.6,23.4,19648,01099,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-87.3832656 31.5803324),1592
2021,AL,Alabama,Chilton,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,37.5,,,33.1,41.7,45274,01021,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-86.7266071 32.8540514),94
2021,AL,Alabama,Washington,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.4,,,10.0,15.2,15147,01129,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-88.2124041 31.4085035),1641
2021,AL,Alabama,Randolph,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.7,,,74.1,82.8,21989,01111,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-85.4640637 33.2964614),104
2021,AL,Alabama,Morgan,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.1,,,23.6,30.7,123668,01103,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-86.8464021 34.4544844),103
2021,AL,Alabama,Escambia,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76,,,70.9,80.7,36699,01053,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-87.1684097 31.1222867),1545
2021,AL,Alabama,Choctaw,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.8,,,5.8,7.6,12533,01023,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-88.2488894 31.9909539),1494
2021,AL,Alabama,Bullock,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.7,,,16.0,23.7,10320,01011,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-85.7172613 32.1017589),93
2021,AL,Alabama,Madison,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,12.4,,,10.5,14.4,395211,01089,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-86.5510802 34.7642377),1588
2021,AL,Alabama,Calhoun,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.5,,,6.8,8.3,115972,01015,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-85.8279089 33.7705162),1491
2020,AL,Alabama,Hale,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.4,,,42.0,44.8,14754,01065,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-87.6230608 32.7527958),1549
2021,AL,Alabama,Clarke,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.3,,,72.2,81.7,22760,01025,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-87.8186244 31.6855211),1495
2021,AL,Alabama,Cherokee,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,11.3,,,9.3,13.6,24996,01019,HLTHOUT,COPD,CrdPrv,COPD,POINT (-85.6542417 34.0695153),1493
2021,AL,Alabama,Lawrence,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.7,,,11.1,16.7,33090,01079,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-87.3218651 34.529776),1585
2021,AL,Alabama,Autauga,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.0,5.4,59095,01001,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-86.6464395 32.5322367),90
2020,AL,Alabama,Dallas,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,44.6,,,42.8,46.1,37619,01047,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-87.11436 32.3335263),1542
2021,AL,Alabama,Perry,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,9.2,,,7.9,10.4,8355,01105,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-87.2938269 32.6390053),1631
2021,AL,Alabama,Escambia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,45.8,,,37.9,54.1,36699,01053,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-87.1684097 31.1222867),1545
2021,AL,Alabama,Tuscaloosa,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.8,,,16.3,21.3,227007,01125,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-87.5227834 33.2902197),1639
2020,AL,Alabama,Walker,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.5,,,80.0,84.9,64818,01127,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-87.3010936 33.7915581),1640
2021,AL,Alabama,Cleburne,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,16.6,,,14.1,19.4,15103,01029,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-85.5161261 33.6719637),1497
2021,AL,Alabama,Blount,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.8,,,6.4,9.2,59041,01009,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.56644 33.9773575),1489
2021,AL,Alabama,Chambers,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84.2,,,81.0,86.9,34541,01017,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-85.3940321 32.9155039),1492
2021,AL,Alabama,Tallapoosa,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,6.6,,,5.7,7.6,41023,01123,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-85.7996176 32.8633076),1638
2021,AL,Alabama,Geneva,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.5,7.5,26701,01061,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-85.8210224 31.0923822),1547
2021,AL,Alabama,Greene,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.8,6.0,7629,01063,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-87.9642005 32.8444965),1548
2021,AL,Alabama,Marion,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,17.4,,,14.7,20.4,29246,01093,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-87.881551 34.1382194),102
2021,AL,Alabama,Elmore,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.6,,,11.9,17.8,89304,01051,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-86.1427347 32.597229),1544
2021,AL,Alabama,Pickens,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,19.4,,,17.0,22.1,18801,01107,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-88.0968644 33.2968003),1632
2020,AL,Alabama,Lee,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.8,,,63.1,70.2,177218,01081,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-85.3530477 32.6040644),1586
2021,AL,Alabama,Russell,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.2,,,9.8,12.8,58722,01113,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-85.1869798 32.2898113),1634
2021,AL,Alabama,Conecuh,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.8,7.4,11328,01035,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-86.9887221 31.4309257),1499
2021,AL,Alabama,Barbour,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,25.2,,,22.0,28.4,24964,01005,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-85.4051035 31.8702531),1488
2021,AL,Alabama,Wilcox,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.6,4.4,10446,01131,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-87.3049349 31.9900824),106
2021,AL,Alabama,Pickens,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.6,,,18.7,27.1,18801,01107,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-88.0968644 33.2968003),1632
2020,AL,Alabama,Houston,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,44,,,36.5,51.6,107458,01069,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-85.2964111 31.1581831),1551
2021,AL,Alabama,Lamar,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,82.8,,,79.3,86.0,13689,01075,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-88.0874309 33.7870852),100
2021,AL,Alabama,Lowndes,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,47.7,,,42.6,52.4,9965,01085,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-86.6505859 32.147888),1587
2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,14.7,,,12.7,16.8,19648,01099,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-87.3832656 31.5803324),1592
2021,AL,Alabama,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.1,47.8,32013,01059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.8428144 34.4419892),99
2021,AL,Alabama,Washington,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,21.8,,,18.1,26.0,15147,01129,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-88.2124041 31.4085035),1641
2021,AL,Alabama,Lamar,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,10,,,8.5,11.6,13689,01075,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-88.0874309 33.7870852),100
2020,AL,Alabama,Coffee,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,35,,,28.8,41.2,54174,01031,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-85.9896022 31.402258),95
2021,AL,Alabama,Calhoun,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.1,,,18.9,25.6,115972,01015,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-85.8279089 33.7705162),1491
2021,AL,Alabama,DeKalb,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,40.8,,,36.1,45.7,71813,01049,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-85.8040207 34.4609148),1543
2021,AL,Alabama,Chilton,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.6,,,11.6,15.6,45274,01021,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-86.7266071 32.8540514),94
2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.6,,,8.1,11.2,34541,01017,HLTHOUT,COPD,CrdPrv,COPD,POINT (-85.3940321 32.9155039),1492
2021,AL,Alabama,Fayette,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,9.4,,,8.3,10.7,16148,01057,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-87.7642923 33.7161568),1546
2021,AL,Alabama,Marengo,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.8,7.5,18996,01091,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-87.791091 32.2475911),1589
2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.6,,,4.2,5.2,34541,01017,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-85.3940321 32.9155039),1492
2021,AL,Alabama,Baldwin,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.4,4.6,239294,01003,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-87.7460666 30.6592183),91
2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.4,,,10.0,12.8,19648,01099,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-87.3832656 31.5803324),1592
2021,AL,Alabama,Coosa,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,33.9,,,29.6,38.7,10450,01037,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-86.2434818 32.9314453),96
2021,AL,Alabama,Hale,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,38.7,,,33.5,43.9,14754,01065,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-87.6230608 32.7527958),1549
